Vin,Vout,Vbat,Iload,Ichg,Temp_bat,Temp_tx,mains_ok,mode_bat,fault_type
185.25,215.72,10.87,1.56,0.0,25.39,49.59,0,1,mains_fail
230.75,221.0,12.91,2.59,1.85,24.57,40.63,1,0,normal
235.7,223.64,13.28,7.48,0.12,33.03,45.17,1,0,normal
238.68,226.92,12.54,1.89,1.77,23.83,41.23,1,0,normal
220.75,221.43,13.33,3.36,1.87,23.1,49.63,1,0,normal
221.92,227.62,13.74,1.6,1.57,30.93,37.31,1,0,normal
224.8,228.51,12.03,4.76,1.5,33.15,41.08,1,0,normal
238.59,229.53,13.32,4.92,1.04,33.97,48.02,1,0,normal
235.53,221.77,12.91,6.8,1.34,23.86,51.21,1,0,normal
220.75,198.19,13.07,8.51,1.81,51.17,95.77,1,0,transformer_overheat
106.73,229.51,10.48,3.12,0.0,22.83,27.04,0,1,mains_fail
232.55,226.77,12.96,2.73,0.61,34.37,32.11,1,0,normal
240.25,223.78,12.93,0.3,0.51,28.7,41.18,1,0,normal
238.32,223.88,12.46,6.69,0.64,31.31,56.14,1,0,normal
228.45,199.83,12.42,13.96,0.03,52.24,86.55,1,0,overload
230.04,228.09,13.66,5.26,0.8,28.51,34.71,1,0,normal
225.13,227.32,13.11,5.47,0.39,34.82,30.56,1,0,normal
228.33,221.32,13.6,2.16,1.81,22.26,37.4,1,0,normal
219.96,215.47,13.23,7.52,1.52,52.15,100.24,1,0,transformer_overheat
227.87,228.75,12.4,2.08,1.28,24.13,42.04,1,0,normal
229.25,14.46,10.28,15.49,0.0,67.82,89.27,1,0,short_circuit
241.7,229.09,12.06,3.36,0.0,20.94,48.34,1,0,normal
237.95,227.18,13.02,3.81,0.11,19.63,34.57,1,0,normal
221.75,197.27,12.42,13.2,0.39,35.88,69.39,1,0,overload
227.25,226.63,13.64,6.54,1.48,32.16,52.87,1,0,normal
237.03,224.59,13.34,1.22,0.34,30.45,44.0,1,0,normal
221.61,57.76,10.64,24.42,0.0,72.43,84.92,1,0,short_circuit
70.56,221.06,10.97,1.76,0.0,25.75,40.88,0,1,mains_fail
225.92,220.16,13.42,4.11,0.78,21.46,39.28,1,0,normal
226.61,11.67,12.19,21.33,0.0,70.17,90.04,1,0,short_circuit
234.72,206.68,13.67,8.32,0.68,31.98,42.83,1,0,normal
232.62,229.0,12.12,3.25,0.01,39.33,27.94,1,0,charging_fault
228.69,217.15,9.88,1.65,0.15,20.71,41.54,1,1,battery_low
79.46,219.46,10.36,4.38,0.0,32.81,42.24,0,1,mains_fail
223.52,223.52,13.15,7.18,0.57,41.39,117.12,1,0,transformer_overheat
223.09,228.69,13.47,7.31,0.19,28.63,36.56,1,0,normal
223.54,76.7,10.93,22.26,0.0,65.83,91.05,1,0,short_circuit
147.26,209.95,11.12,5.05,0.0,32.38,53.24,0,1,mains_fail
222.21,224.63,13.44,0.88,1.95,25.89,26.89,1,0,normal
221.75,223.56,12.31,6.01,1.6,32.6,45.17,1,0,normal
236.94,224.62,13.49,4.17,0.67,29.5,49.75,1,0,normal
233.75,206.7,10.02,1.05,0.07,27.99,35.12,1,1,battery_low
239.0,222.64,12.5,7.62,0.91,55.86,118.87,1,0,transformer_overheat
226.04,225.5,12.39,4.46,1.96,27.18,26.43,1,0,normal
32.95,218.25,11.55,3.57,0.0,37.36,25.96,0,1,mains_fail
224.71,204.63,13.02,13.01,0.19,47.55,79.48,1,0,overload
226.54,204.4,10.44,6.02,0.11,43.12,57.19,1,1,battery_low
235.74,224.94,12.55,3.62,1.42,20.21,41.18,1,0,normal
6.4,227.12,11.62,0.86,0.0,37.75,25.46,0,1,mains_fail
234.55,212.41,9.9,3.98,0.1,29.1,42.3,1,1,battery_low
234.49,227.8,13.24,4.89,1.37,27.85,38.02,1,0,normal
237.98,221.97,12.28,0.8,0.91,35.06,23.61,1,0,normal
228.2,220.75,13.48,4.33,1.7,33.46,44.63,1,0,normal
238.38,71.6,12.24,23.26,0.0,53.81,107.57,1,0,short_circuit
226.83,223.01,13.56,4.35,0.0,29.28,38.72,1,0,normal
236.99,227.77,12.59,6.63,1.31,34.26,36.81,1,0,normal
225.64,218.74,12.54,6.97,0.56,59.74,111.84,1,0,transformer_overheat
19.68,215.35,10.69,1.96,0.0,36.63,42.09,0,1,mains_fail
234.03,202.13,12.31,10.08,0.8,52.44,66.5,1,0,overload
233.97,224.34,12.4,6.3,1.12,25.84,49.09,1,0,normal
236.52,227.45,11.92,5.85,0.06,27.57,32.16,1,0,charging_fault
233.69,223.3,13.41,7.05,1.0,26.88,46.56,1,0,normal
230.29,223.53,12.34,4.89,0.98,29.89,34.06,1,0,normal
225.79,208.02,10.13,6.47,0.05,33.82,53.22,1,1,battery_low
228.05,228.53,13.32,2.87,0.13,27.5,27.36,1,0,normal
224.04,66.33,12.8,23.8,0.0,64.23,88.09,1,0,short_circuit
239.34,212.04,13.3,7.44,1.77,44.11,90.16,1,0,transformer_overheat
222.93,229.94,12.74,2.55,0.79,27.27,36.81,1,0,normal
234.73,198.19,9.99,2.49,0.08,24.64,38.84,1,1,battery_low
232.78,65.08,11.06,23.99,0.0,52.21,99.6,1,0,short_circuit
222.33,221.52,12.43,6.51,1.92,54.64,96.34,1,0,transformer_overheat
222.72,9.39,12.59,20.52,0.0,46.54,103.66,1,0,short_circuit
89.15,212.08,10.72,8.15,0.0,27.98,52.92,0,1,mains_fail
226.4,225.9,12.96,7.26,0.42,37.93,65.19,1,0,normal
232.26,197.21,13.0,9.66,0.61,38.46,68.79,1,0,overload
235.87,222.69,11.99,1.7,0.08,24.49,51.58,1,0,charging_fault
232.4,208.62,12.22,8.04,0.92,28.78,47.41,1,0,normal
228.93,227.25,13.34,7.22,0.9,31.84,45.84,1,0,normal
237.27,224.04,13.17,2.97,0.93,22.38,29.07,1,0,normal
233.92,214.06,12.96,7.87,0.61,54.02,100.22,1,0,transformer_overheat
230.2,227.93,12.18,1.91,0.02,30.89,27.21,1,0,charging_fault
64.71,228.44,11.04,4.22,0.0,28.53,41.8,0,1,mains_fail
238.26,211.84,12.65,8.3,0.54,31.14,51.71,1,0,normal
225.96,207.26,9.86,4.13,0.17,33.32,26.86,1,1,battery_low
15.25,223.51,11.17,0.94,0.0,33.76,34.39,0,1,mains_fail
231.08,199.07,13.13,12.38,0.1,46.61,67.51,1,0,overload
223.17,229.91,12.34,1.73,1.68,27.17,32.01,1,0,normal
229.4,229.69,13.78,1.22,0.69,26.37,40.83,1,0,normal
224.89,225.54,13.14,7.79,1.57,36.28,49.4,1,0,normal
234.58,229.0,12.89,1.57,1.87,29.25,39.5,1,0,normal
228.72,225.4,12.68,3.7,1.64,32.43,39.0,1,0,normal
225.32,223.16,12.58,7.93,0.1,32.94,38.36,1,0,normal
226.37,222.19,13.76,5.62,1.15,22.87,30.46,1,0,normal
238.76,223.57,11.39,3.12,0.07,36.05,56.22,1,0,charging_fault
219.58,224.91,12.86,4.39,0.12,31.76,49.07,1,0,normal
234.96,223.44,12.2,6.73,1.52,29.08,54.76,1,0,normal
219.41,70.46,12.25,18.47,0.0,69.48,110.93,1,0,short_circuit
229.8,226.07,13.4,3.0,0.22,26.91,29.02,1,0,normal
33.85,225.74,10.4,1.92,0.0,38.53,40.8,0,1,mains_fail
238.92,224.43,13.8,7.5,0.09,36.64,44.24,1,0,normal
227.42,205.57,9.15,2.27,0.12,26.22,43.22,1,1,battery_low
228.43,219.74,12.25,3.34,0.23,21.18,27.76,1,0,normal
237.0,230.19,13.11,1.18,0.55,31.97,38.67,1,0,normal
235.77,220.52,12.09,4.22,1.04,28.08,30.03,1,0,normal
224.49,220.16,12.8,6.97,1.78,32.46,51.52,1,0,normal
240.06,221.17,12.51,0.89,1.2,31.87,49.9,1,0,normal
219.49,201.97,9.96,0.0,0.0,24.5,28.67,1,1,battery_low
223.48,227.85,12.93,4.07,0.79,22.89,30.72,1,0,normal
234.56,229.85,11.05,6.51,0.09,31.86,61.22,1,0,charging_fault
219.15,194.61,13.4,8.16,1.73,49.43,107.06,1,0,transformer_overheat
229.05,223.03,12.25,5.49,0.08,27.61,45.43,1,0,charging_fault
231.61,221.95,13.51,7.51,0.2,38.83,52.88,1,0,normal
232.72,221.55,12.65,2.04,1.12,36.03,37.32,1,0,normal
227.73,221.82,12.09,3.51,0.0,26.06,48.98,1,0,normal
220.52,196.33,12.84,9.96,0.98,61.83,123.64,1,0,transformer_overheat
218.36,204.55,9.25,7.58,0.08,49.64,44.36,1,1,battery_low
239.98,226.24,12.98,3.11,1.22,32.02,43.0,1,0,normal
227.48,201.42,10.36,7.43,0.03,41.86,57.77,1,1,battery_low
225.44,195.87,13.07,15.3,0.28,45.73,69.27,1,0,overload
223.27,226.24,12.73,0.22,0.79,23.83,31.16,1,0,normal
231.05,220.56,13.57,5.76,1.82,20.2,47.21,1,0,normal
225.95,225.31,12.28,1.94,1.92,21.27,35.8,1,0,normal
223.53,215.19,12.6,7.15,0.88,50.99,90.26,1,0,transformer_overheat
51.37,210.9,11.79,6.05,0.0,37.16,61.61,0,1,mains_fail
237.89,224.22,13.76,0.91,0.09,25.14,33.25,1,0,normal
241.35,217.54,9.89,5.13,0.02,22.71,45.71,1,1,battery_low
230.43,220.44,13.58,3.04,1.56,29.64,39.62,1,0,normal
238.06,187.93,12.89,14.29,0.96,41.51,86.72,1,0,overload
237.16,4.59,10.84,20.46,0.0,56.89,85.13,1,0,short_circuit
226.45,225.47,13.19,3.64,0.19,33.62,35.0,1,0,normal
239.14,229.32,11.62,1.24,0.08,26.27,60.01,1,0,charging_fault
113.49,222.19,10.96,1.41,0.0,20.36,39.83,0,1,mains_fail
226.65,230.06,12.38,4.47,0.06,39.87,58.16,1,0,charging_fault
233.43,224.67,13.34,0.26,1.0,21.77,49.01,1,0,normal
230.55,228.47,12.58,6.78,1.8,32.14,57.38,1,0,normal
229.86,227.27,12.56,4.95,1.01,22.35,48.63,1,0,normal
229.16,221.33,12.17,6.83,0.07,31.93,64.7,1,0,charging_fault
227.6,222.08,12.07,0.08,0.47,34.3,38.59,1,0,normal
233.31,227.56,12.86,0.8,1.16,21.78,29.48,1,0,normal
232.94,229.31,13.16,2.24,0.39,32.35,27.13,1,0,normal
222.12,194.74,12.18,12.85,0.02,49.82,77.82,1,0,overload
233.12,191.0,12.0,11.99,0.86,46.69,82.53,1,0,overload
238.94,193.45,13.01,15.02,0.02,53.07,85.6,1,0,overload
230.63,198.76,13.5,11.71,0.94,48.97,73.01,1,0,overload
239.11,223.91,10.99,7.37,0.01,36.11,40.17,1,0,charging_fault
227.32,220.78,13.48,2.62,1.83,29.55,41.9,1,0,normal
233.75,229.68,12.56,6.16,2.03,33.28,39.81,1,0,normal
227.01,229.08,12.27,7.36,0.57,26.74,48.22,1,0,normal
222.52,229.71,12.05,6.83,1.28,26.11,38.13,1,0,normal
228.42,222.99,13.42,5.8,1.83,35.99,48.55,1,0,normal
234.46,220.88,12.43,1.37,1.22,23.19,46.6,1,0,normal
230.4,226.69,13.17,4.6,0.52,24.8,31.63,1,0,normal
222.21,229.16,12.17,1.61,0.51,28.06,28.24,1,0,normal
148.22,216.9,10.7,7.42,0.0,28.23,51.9,0,1,mains_fail
221.72,228.65,12.85,6.81,0.06,34.82,57.37,1,0,normal
239.82,226.35,12.7,6.96,1.59,37.68,45.36,1,0,normal
221.06,230.51,12.73,1.05,1.93,21.16,41.57,1,0,normal
237.22,229.79,13.55,2.75,1.06,24.77,29.64,1,0,normal
225.83,221.15,12.59,5.44,0.81,29.89,42.9,1,0,normal
225.62,226.37,12.4,4.38,0.0,33.64,35.48,1,0,normal
237.64,213.22,12.69,6.09,0.74,54.09,107.58,1,0,transformer_overheat
227.66,227.26,12.66,1.7,1.29,28.61,43.38,1,0,normal
230.67,207.83,10.61,4.25,0.1,28.42,30.4,1,1,battery_low
237.37,80.56,11.47,19.02,0.0,41.81,113.59,1,0,short_circuit
228.76,228.5,12.4,3.5,2.02,24.49,47.15,1,0,normal
229.27,224.41,12.27,3.8,0.58,23.41,37.41,1,0,normal
227.13,31.14,11.35,15.21,0.0,67.97,88.88,1,0,short_circuit
233.09,227.0,12.53,6.05,1.78,27.46,46.08,1,0,normal
232.07,223.89,12.33,3.04,1.26,29.44,23.91,1,0,normal
229.04,208.0,13.08,9.62,0.15,55.04,80.73,1,0,overload
226.46,222.28,13.48,5.5,1.73,28.79,28.11,1,0,normal
235.71,226.09,13.09,2.11,1.52,32.25,37.46,1,0,normal
234.75,226.95,12.1,2.82,0.05,42.89,52.54,1,0,charging_fault
223.64,223.01,12.55,5.57,0.74,28.36,31.96,1,0,normal
233.11,226.34,13.23,7.96,1.89,30.89,53.58,1,0,normal
240.77,221.29,13.15,5.98,0.36,23.63,35.69,1,0,normal
236.32,222.32,13.32,7.31,1.79,28.64,46.46,1,0,normal
224.0,226.58,13.65,7.18,1.46,27.48,51.44,1,0,normal
226.45,226.03,12.3,6.58,1.69,29.84,50.07,1,0,normal
231.56,228.87,12.55,4.03,0.88,30.91,35.05,1,0,normal
240.08,15.31,12.74,16.85,0.0,46.04,98.14,1,0,short_circuit
220.79,227.21,13.19,4.54,0.52,27.63,46.68,1,0,normal
240.86,228.98,13.13,0.92,1.73,31.48,33.62,1,0,normal
239.73,221.56,13.61,1.18,1.21,34.01,48.35,1,0,normal
236.71,225.12,13.68,6.71,0.01,39.14,34.47,1,0,normal
228.63,228.07,12.17,5.34,1.84,29.82,34.91,1,0,normal
235.05,195.8,13.28,12.71,0.56,38.03,81.3,1,0,overload
221.29,225.86,13.59,7.63,0.05,29.37,49.06,1,0,normal
226.12,220.71,13.22,5.56,0.91,34.57,30.64,1,0,normal
234.32,196.03,13.12,10.32,0.86,35.53,76.84,1,0,overload
222.93,206.78,9.78,4.46,0.01,29.89,46.28,1,1,battery_low
79.52,211.65,11.24,3.28,0.0,30.31,31.42,0,1,mains_fail
221.48,223.97,13.47,1.85,1.14,20.08,28.97,1,0,normal
225.27,226.91,13.39,3.16,0.69,21.6,29.02,1,0,normal
235.57,228.28,13.38,2.55,1.01,22.34,38.22,1,0,normal
90.28,213.31,10.96,3.86,0.0,28.62,40.4,0,1,mains_fail
225.66,228.99,13.49,0.2,0.75,22.93,44.11,1,0,normal
229.43,227.8,13.6,3.58,0.23,23.79,28.19,1,0,normal
234.41,192.41,9.81,8.07,0.11,33.05,50.89,1,1,battery_low
220.67,223.0,12.6,3.07,0.08,29.52,48.57,1,0,charging_fault
225.12,223.97,12.74,7.69,1.29,27.13,51.54,1,0,normal
231.07,228.2,12.43,1.93,0.14,33.17,35.86,1,0,normal
222.42,229.1,13.75,5.48,0.79,21.04,37.35,1,0,normal
114.13,217.25,11.28,1.47,0.0,21.65,50.76,0,1,mains_fail
238.57,195.36,13.05,9.52,0.63,33.29,76.93,1,0,overload
232.43,221.87,12.29,4.34,1.38,28.61,39.04,1,0,normal
230.72,228.05,12.42,0.65,1.98,26.78,28.74,1,0,normal
224.43,205.69,13.12,9.61,1.51,44.74,125.8,1,0,transformer_overheat
8.98,224.45,10.91,6.91,0.0,45.06,57.82,0,1,mains_fail
239.34,229.74,12.16,2.57,1.42,29.91,29.25,1,0,normal
232.1,228.73,12.32,0.7,1.81,24.48,42.93,1,0,normal
231.12,221.07,13.5,1.09,1.27,20.52,32.46,1,0,normal
225.17,224.09,11.59,2.43,0.01,43.98,27.66,1,0,charging_fault
219.86,212.82,10.42,5.0,0.12,31.97,35.32,1,1,battery_low
220.98,223.95,13.86,1.99,1.51,30.33,37.06,1,0,normal
236.2,228.96,12.92,2.48,0.83,28.87,28.61,1,0,normal
219.57,213.5,10.37,5.77,0.04,29.45,30.8,1,1,battery_low
235.69,224.19,12.44,2.64,0.77,33.57,46.1,1,0,normal
221.56,222.23,13.21,6.26,2.13,30.73,38.09,1,0,normal
231.94,224.58,13.23,2.84,2.01,30.42,43.21,1,0,normal
230.65,45.23,12.55,15.9,0.0,61.09,101.59,1,0,short_circuit
240.88,225.23,12.41,2.38,1.01,19.84,34.02,1,0,normal
237.66,227.09,12.68,6.07,0.36,28.36,30.94,1,0,normal
227.96,227.66,13.31,7.53,1.93,30.62,55.21,1,0,normal
233.76,226.79,12.26,3.8,0.02,25.03,55.49,1,0,charging_fault
222.47,221.83,12.82,3.58,0.36,32.15,48.77,1,0,normal
235.55,228.28,11.66,3.11,0.0,29.24,27.63,1,0,charging_fault
230.83,222.98,13.45,1.05,0.06,34.25,39.22,1,0,normal
233.52,230.32,13.52,4.63,1.7,25.39,29.33,1,0,normal
230.73,228.79,13.63,3.69,1.65,20.38,25.86,1,0,normal
239.14,215.25,12.34,6.62,1.85,56.46,106.4,1,0,transformer_overheat
224.57,226.78,13.09,2.63,1.43,25.59,34.95,1,0,normal
219.37,223.12,12.51,1.84,1.07,34.96,29.48,1,0,normal
235.46,226.67,12.46,6.74,0.06,26.88,39.09,1,0,normal
239.51,228.47,12.38,2.17,0.0,31.69,30.82,1,0,normal
228.95,217.4,9.65,4.58,0.09,39.45,45.08,1,1,battery_low
223.0,224.74,12.33,6.56,0.8,29.44,46.5,1,0,normal
230.99,195.22,12.23,14.74,0.28,43.14,87.35,1,0,overload
235.7,193.81,12.98,12.18,0.22,52.98,79.92,1,0,overload
239.71,226.03,13.74,6.71,1.32,33.45,60.88,1,0,normal
237.45,211.49,10.27,2.57,0.11,39.2,43.81,1,1,battery_low
227.2,204.58,10.54,8.1,0.14,29.47,50.48,1,1,battery_low
237.9,218.84,12.27,8.17,0.01,26.6,68.58,1,0,charging_fault
240.66,227.81,11.36,2.21,0.06,33.0,35.15,1,0,charging_fault
169.52,226.26,10.7,3.81,0.0,28.0,29.76,0,1,mains_fail
222.26,205.45,10.01,1.44,0.04,40.67,25.6,1,1,battery_low
230.88,225.88,12.55,1.44,1.81,21.88,34.1,1,0,normal
236.54,223.46,12.51,2.91,1.29,29.42,47.82,1,0,normal
235.69,222.88,13.67,1.7,0.82,20.56,40.63,1,0,normal
236.92,224.27,12.36,5.65,0.27,20.38,51.46,1,0,normal
230.7,225.0,13.77,5.46,0.2,26.7,36.3,1,0,normal
239.42,184.52,13.37,10.74,0.55,49.28,75.67,1,0,overload
234.66,221.46,12.62,2.79,1.03,24.3,41.19,1,0,normal
238.09,222.61,12.8,7.1,0.57,37.56,50.02,1,0,normal
228.82,224.39,12.85,6.77,1.39,33.47,45.25,1,0,normal
106.66,219.06,10.79,4.97,0.0,39.99,44.5,0,1,mains_fail
239.02,223.19,11.23,4.59,0.08,44.53,57.39,1,0,charging_fault
223.06,226.48,12.15,1.54,0.16,28.51,31.49,1,0,normal
237.7,229.32,13.04,1.61,1.61,23.16,41.69,1,0,normal
224.18,226.35,12.23,0.93,1.4,32.31,39.75,1,0,normal
223.04,228.25,13.45,2.4,1.68,25.79,42.69,1,0,normal
220.66,222.6,12.33,5.8,1.35,28.2,50.57,1,0,normal
225.22,219.29,12.06,4.09,1.84,25.2,29.37,1,0,normal
172.98,212.35,11.16,6.3,0.0,28.79,37.62,0,1,mains_fail
226.66,223.08,12.96,1.72,0.65,33.49,33.12,1,0,normal
229.16,221.82,13.38,3.47,1.15,31.13,32.23,1,0,normal
237.62,225.02,12.67,4.88,1.67,32.15,48.96,1,0,normal
224.96,15.04,11.4,20.06,0.0,58.23,113.1,1,0,short_circuit
235.21,223.9,13.09,5.07,1.28,27.49,43.5,1,0,normal
232.61,228.29,13.38,1.14,0.17,29.63,47.78,1,0,normal
239.1,228.75,13.6,3.24,0.85,24.27,40.79,1,0,normal
234.6,224.39,12.97,5.49,1.77,35.04,40.96,1,0,normal
232.66,224.87,12.04,5.61,0.9,23.67,49.51,1,0,normal
219.0,223.98,12.48,1.53,1.04,31.8,31.42,1,0,normal
238.01,35.93,11.3,18.18,0.0,48.22,86.52,1,0,short_circuit
238.1,224.91,12.42,0.95,0.74,22.89,43.22,1,0,normal
219.57,71.35,12.76,19.08,0.0,64.11,85.41,1,0,short_circuit
232.91,221.87,13.02,3.01,0.41,28.78,34.99,1,0,normal
229.43,223.78,11.97,3.35,0.04,20.8,30.91,1,0,normal
125.22,209.66,10.75,3.79,0.0,24.99,51.23,0,1,mains_fail
239.71,226.0,12.19,2.84,1.37,28.92,39.96,1,0,normal
220.54,210.43,12.28,6.19,1.86,47.15,120.31,1,0,transformer_overheat
221.26,227.67,12.46,5.64,1.59,29.62,28.95,1,0,normal
232.54,219.9,13.42,3.66,1.32,31.44,26.37,1,0,normal
224.22,211.48,13.02,8.61,0.6,38.53,116.51,1,0,transformer_overheat
221.34,228.69,12.71,5.66,1.51,23.52,31.11,1,0,normal
232.54,224.16,11.03,1.22,0.03,28.44,49.62,1,0,charging_fault
225.25,221.19,13.21,4.71,1.55,20.58,39.94,1,0,normal
234.79,204.51,9.19,0.48,0.09,25.36,40.75,1,1,battery_low
227.97,61.64,11.84,23.94,0.0,68.46,88.44,1,0,short_circuit
226.86,222.3,13.45,6.22,1.48,34.46,31.59,1,0,normal
238.33,221.05,11.53,3.44,0.1,29.61,49.66,1,0,charging_fault
233.51,225.24,12.53,1.11,0.63,22.5,33.01,1,0,normal
230.84,228.3,13.15,5.29,0.11,31.52,44.07,1,0,normal
241.76,229.42,12.17,0.0,1.26,33.52,43.78,1,0,normal
236.06,224.05,13.49,6.42,1.93,35.44,48.81,1,0,normal
235.27,227.81,13.68,2.28,1.29,19.99,42.18,1,0,normal
239.0,227.46,12.04,1.43,1.59,24.91,35.11,1,0,normal
229.98,220.78,11.04,6.4,0.0,30.06,56.29,1,0,charging_fault
226.49,185.14,11.92,10.6,1.0,39.08,75.56,1,0,overload
240.19,229.42,12.61,3.93,1.1,27.26,31.14,1,0,normal
226.2,225.35,13.76,4.25,1.94,20.89,38.95,1,0,normal
225.17,226.26,11.05,6.55,0.06,50.0,53.72,1,0,charging_fault
221.96,202.68,12.26,8.67,0.81,44.13,89.62,1,0,transformer_overheat
230.05,223.34,11.05,1.62,0.02,36.4,59.81,1,0,charging_fault
236.17,227.37,12.67,6.66,0.7,26.08,59.06,1,0,normal
234.06,225.85,13.79,3.98,0.24,32.53,24.52,1,0,normal
221.26,201.88,12.48,13.24,0.54,52.92,74.79,1,0,overload
154.42,226.37,10.6,5.65,0.0,20.97,28.12,0,1,mains_fail
236.4,229.43,11.57,5.87,0.1,40.94,37.36,1,0,charging_fault
222.57,219.96,13.22,0.7,0.54,27.54,39.72,1,0,normal
235.38,224.49,13.54,3.31,0.76,30.9,45.73,1,0,normal
233.03,222.01,13.52,3.09,1.73,27.29,50.54,1,0,normal
232.22,203.87,12.1,8.22,1.14,33.9,33.8,1,0,normal
225.7,226.6,13.13,0.23,0.18,30.93,25.5,1,0,normal
220.36,228.7,12.97,4.21,0.9,20.37,40.09,1,0,normal
238.86,207.39,12.34,8.44,0.54,36.36,44.7,1,0,normal
227.97,223.09,12.57,1.33,1.83,31.06,36.31,1,0,normal
228.51,222.55,12.33,4.92,1.63,28.36,43.25,1,0,normal
227.91,210.04,12.97,9.25,0.08,49.3,75.11,1,0,overload
12.2,223.96,10.95,6.14,0.0,36.53,62.41,0,1,mains_fail
237.42,194.03,12.1,8.14,1.8,53.01,96.64,1,0,transformer_overheat
237.71,228.66,12.1,6.77,0.56,35.63,35.34,1,0,normal
238.29,219.26,12.56,7.01,1.07,31.88,37.69,1,0,normal
231.82,225.34,12.42,6.75,1.24,42.71,40.32,1,0,normal
220.2,223.77,12.69,5.64,1.66,20.87,40.45,1,0,normal
238.18,219.01,9.93,3.74,0.2,30.36,54.28,1,1,battery_low
229.38,229.08,13.55,2.2,0.0,22.44,33.83,1,0,normal
238.67,217.86,9.82,0.96,0.2,21.63,50.43,1,1,battery_low
237.52,226.81,13.15,1.63,1.3,27.07,42.43,1,0,normal
236.31,219.14,13.17,3.92,0.0,32.04,45.22,1,0,normal
221.73,227.41,12.76,1.64,1.31,31.26,42.42,1,0,normal
220.46,216.04,9.32,1.43,0.18,21.68,39.32,1,1,battery_low
227.47,223.1,12.91,6.18,1.78,36.66,58.11,1,0,normal
230.17,224.25,13.54,5.06,0.78,24.55,42.46,1,0,normal
229.79,213.05,12.74,10.11,0.85,55.05,120.32,1,0,transformer_overheat
227.0,222.8,11.93,5.58,0.84,26.63,44.08,1,0,normal
237.55,227.39,13.42,4.79,0.83,22.27,44.72,1,0,normal
232.6,216.11,10.22,6.02,0.0,45.0,45.62,1,1,battery_low
228.13,224.6,12.11,5.9,1.68,25.06,35.51,1,0,normal
222.34,209.55,13.74,8.05,1.56,27.04,50.86,1,0,normal
231.23,213.26,10.45,6.96,0.13,35.18,41.43,1,1,battery_low
28.73,213.28,11.09,3.56,0.0,27.82,41.26,0,1,mains_fail
231.68,227.43,12.41,6.07,1.93,31.65,47.87,1,0,normal
231.2,208.95,12.99,14.92,0.09,38.86,63.72,1,0,overload
224.01,230.19,11.9,7.95,1.9,36.42,53.95,1,0,normal
235.26,223.94,13.27,3.08,1.6,29.58,49.66,1,0,normal
226.55,17.94,12.41,17.22,0.0,73.25,97.63,1,0,short_circuit
229.67,222.39,12.39,7.83,0.41,32.29,56.02,1,0,normal
235.92,222.44,13.03,6.55,0.11,26.78,38.77,1,0,normal
153.64,213.23,11.78,0.0,0.0,22.13,34.19,0,1,mains_fail
233.91,221.26,13.44,3.0,1.69,21.03,30.6,1,0,normal
232.76,227.99,13.32,4.02,1.59,27.34,34.6,1,0,normal
236.62,220.88,13.0,5.5,1.76,29.48,29.22,1,0,normal
229.83,223.42,12.24,3.7,0.07,20.32,34.06,1,0,normal
223.65,220.46,13.23,1.27,0.28,25.85,45.15,1,0,normal
233.58,223.2,12.45,6.32,0.85,24.42,41.88,1,0,normal
235.19,225.93,12.54,1.43,0.0,28.99,45.97,1,0,normal
110.51,224.6,12.03,1.1,0.0,38.18,42.79,0,1,mains_fail
237.74,220.0,12.59,3.85,0.22,26.91,26.28,1,0,normal
233.3,227.23,12.52,4.05,0.31,22.07,30.79,1,0,normal
225.45,206.11,13.21,8.74,0.66,42.04,99.15,1,0,transformer_overheat
222.48,221.9,12.26,5.89,0.82,33.96,36.55,1,0,normal
232.7,227.93,13.1,2.94,0.22,33.62,38.85,1,0,normal
235.9,34.16,11.56,19.38,0.0,51.23,93.9,1,0,short_circuit
127.93,214.13,11.92,4.64,0.0,27.6,36.03,0,1,mains_fail
226.82,227.66,12.84,2.24,1.48,33.83,48.96,1,0,normal
227.16,227.45,12.17,0.89,1.55,29.2,42.46,1,0,normal
221.3,225.58,12.14,0.79,0.08,20.67,40.0,1,0,normal
236.95,225.38,12.52,6.19,0.27,40.56,50.72,1,0,normal
86.88,224.12,11.04,4.38,0.0,22.48,38.47,0,1,mains_fail
224.48,198.96,10.85,1.38,0.12,28.54,38.01,1,1,battery_low
220.66,223.54,12.84,5.53,1.39,32.36,35.59,1,0,normal
231.44,229.79,12.32,2.01,0.12,20.01,24.53,1,0,normal
237.53,21.07,11.97,17.95,0.0,51.54,100.13,1,0,short_circuit
223.77,224.11,12.35,2.49,0.28,20.67,26.06,1,0,normal
226.06,229.2,12.68,6.61,0.15,36.33,38.94,1,0,normal
232.82,220.31,11.77,4.76,0.02,35.56,55.43,1,0,charging_fault
222.29,220.81,13.12,1.15,0.58,33.79,32.16,1,0,normal
235.76,229.17,11.08,2.03,0.09,40.76,39.57,1,0,charging_fault
226.25,227.4,12.17,0.65,0.71,23.22,32.26,1,0,normal
230.85,224.82,11.88,7.82,0.21,31.22,49.67,1,0,normal
225.77,228.62,12.06,3.54,0.88,33.17,45.3,1,0,normal
225.67,228.69,13.46,5.32,0.8,33.05,36.81,1,0,normal
239.45,193.47,12.46,8.65,0.0,43.9,90.53,1,0,overload
228.4,209.81,12.99,6.81,1.58,48.58,115.34,1,0,transformer_overheat
234.63,209.34,10.08,2.23,0.1,36.05,52.38,1,1,battery_low
